"ID","TARGET"
1,0.0313271507620811
3,0.0130948331207037
4,0.00279593840241432
8,0.00979755073785782
10,0.00642987247556448
13,0.0112155824899673
14,0.0208396837115288
18,0.0100143970921636
20,0.160873904824257
23,0.0140085713937879
25,0.0138076962903142
26,0.0394795276224613
29,0.0255098342895508
31,0.00458370754495263
32,0.0135025307536125
34,0.0374676622450352
36,0.151418462395668
39,0.00395250041037798
42,0.00717078614979982
43,0.0203132852911949
45,0.0159764140844345
49,0.0277967434376478
51,0.0649735108017921
54,0.0480256415903568
56,0.186950713396072
60,0.0181170050054789
61,0.0136949960142374
66,0.0513041019439697
68,0.0055898348800838
74,0.00399478152394295
75,0.0131022920832038
77,0.20520706474781
80,0.0299422796815634
82,0.0136095462366939
83,0.0515546798706055
84,0.0118220411241055
87,0.239395692944527
88,0.10157660394907
90,0.00164621893782169
91,0.00716222589835525
92,0.139836177229881
93,0.00194064085371792
95,0.00853951741009951
101,0.011737672612071
102,0.0344759486615658
105,0.0134190730750561
106,0.0026420122012496
107,0.00649364152923226
109,0.00509900273755193
111,0.0654081180691719
113,0.0055335508659482
115,0.0027428949251771
118,0.158580332994461
122,0.00696732755750418
125,0.0200157798826694
127,0.00338345835916698
130,0.0847376585006714
131,0.0155954957008362
132,0.0168401841074228
134,0.00576319918036461
135,0.00486526265740395
136,0.0156098566949368
137,0.0226595401763916
139,0.0218706242740154
140,0.00739807868376374
141,0.178035512566566
142,0.0222739186137915
143,0.00261805322952569
144,0.00637393305078149
145,0.0654184892773628
146,0.00160773750394583
148,0.0328887812793255
150,0.0594580508768559
151,0.00621640356257558
152,0.0103814536705613
153,0.00337894796393812
154,0.135095596313477
155,0.00343869510106742
156,0.00225129793398082
157,0.00332302786409855
159,0.00761216692626476
161,0.00690424023196101
162,0.0414447747170925
163,0.00430934876203537
165,0.0039203162305057
166,0.0065816231071949
169,0.0143177844583988
170,0.00498609850183129
171,0.0866779759526253
172,0.0380390882492065
173,0.00393042713403702
175,0.00383585295639932
176,0.0100843347609043
177,0.010253687389195
178,0.00230621127411723
179,0.0122223552316427
180,0.00495016761124134
182,0.284297794103622
183,0.00746469758450985
184,0.00170085439458489
186,0.0017073544440791
188,0.0281402580440044
191,0.00378820463083684
192,0.00105184933636338
193,0.00543026719242334
195,0.0268790069967508
196,0.0307055320590734
199,0.0527127385139465
200,0.013173071667552
202,0.177345186471939
203,0.252142131328583
204,0.0322708748281002
206,0.00894148647785187
207,0.00523751461878419
209,0.0304800570011139
210,0.00453950464725494
212,0.0216901022940874
213,0.0224675014615059
214,0.0317965038120747
215,0.0112736504524946
217,0.00536973541602492
218,0.0398294292390347
220,0.0176197849214077
221,0.00782279949635267
222,0.0197510682046413
225,0.010167732834816
227,0.00160874822176993
228,0.0190429259091616
231,0.00758324982598424
232,0.0311495624482632
233,0.00764689780771732
234,0.00547796534374356
235,0.0203214343637228
236,0.0397843755781651
239,0.0030262318905443
241,0.00562769221141934
242,0.00320835527963936
244,0.0220238398760557
252,0.0290027502924204
253,0.013023566454649
254,0.0255274064838886
258,0.178168401122093
259,0.0362772084772587
262,0.00303357350639999
265,0.103770069777966
266,0.0260874684900045
269,0.0203214343637228
270,0.023309014737606
271,0.0682048499584198
273,0.00307402969338
276,0.0245755724608898
279,0.0286310706287622
285,0.0118513451889157
287,0.0201161801815033
288,0.0291220601648092
289,0.00289115309715271
292,0.234368234872818
294,0.0996705964207649
296,0.00283261737786233
299,0.00427305838093162
301,0.00307371094822884
302,0.0239376295357943
303,0.194238796830177
306,0.250207304954529
307,0.00913821440190077
311,0.0141245853155851
314,0.0183307286351919
316,0.00257763243280351
319,0.179925188422203
320,0.00645026285201311
322,0.00511101307347417
324,0.166761934757233
332,0.00286352797411382
333,0.00536246178671718
340,0.00890394952148199
342,0.00463173585012555
344,0.00693384930491447
345,0.00577483419328928
347,0.00188786583021283
349,0.00549048511311412
353,0.166189149022102
354,0.0296421870589256
355,0.0130745321512222
356,0.00747458636760712
359,0.00237216707319021
362,0.00713507970795035
363,0.0259291660040617
369,0.0014704983914271
371,0.145398318767548
373,0.0452436991035938
374,0.107535280287266
375,0.00617453409358859
378,0.0696628242731094
382,0.00686559826135635
383,0.392365872859955
384,0.0358839295804501
387,0.00349260796792805
388,0.01067556720227
390,0.00156721042003483
394,0.0265331957489252
402,0.00758519116789103
404,0.00304794637486339
407,0.00615606922656298
408,0.177903637290001
410,0.022534504532814
412,0.249905854463577
414,0.007733762729913
415,0.00241192732937634
416,0.00953031424432993
417,0.00294128526002169
420,0.0505609810352325
421,0.00101679319050163
423,0.02431545779109
426,0.0219918042421341
428,0.00387665769085288
429,0.00967348273843527
432,0.00190757133532315
433,0.00611435435712337
436,0.00183934613596648
440,0.151201352477074
441,0.00398325547575951
443,0.00229914439842105
444,0.0182543620467186
445,0.0184583328664303
447,0.0245176181197166
448,0.0186069589108229
449,0.00203393399715424
453,0.0191082879900932
456,0.0770685374736786
457,0.0902510583400726
458,0.0352596938610077
459,0.00250388705171645
460,0.00294439704157412
461,0.0556188523769379
462,0.014352765865624
466,0.0155976908281446
469,0.00573298800736666
471,0.038012582808733
474,0.143345668911934
477,0.100955314934254
478,0.0196402035653591
480,0.00999046768993139
482,0.014339248649776
485,0.0106648551300168
488,0.0192209780216217
489,0.00157127983402461
490,0.00396657269448042
492,0.00244769337587059
493,0.0363044589757919
496,0.0133477421477437
500,0.0103040933609009
501,0.0109333256259561
502,0.016760490834713
513,0.106533952057362
514,0.0889317691326141
515,0.0399917960166931
517,0.00304183247499168
523,0.00202780985273421
527,0.00783965736627579
530,0.191003009676933
533,0.0652835667133331
535,0.00738810887560248
537,0.0162499193102121
538,0.172022357583046
543,0.00179416767787188
544,0.0121527099981904
547,0.00127539178356528
548,0.0204512998461723
549,0.0739339217543602
550,0.171006426215172
551,0.232828706502914
553,0.0502867884933949
554,0.00836562644690275
555,0.026889655739069
558,0.0023772947024554
560,0.0651278793811798
561,0.00569784315302968
564,0.00523566454648972
566,0.0169379394501448
567,0.00465659517794847
568,0.0162621513009071
571,0.0134127233177423
572,0.00325791258364916
573,0.00493317749351263
576,0.00947831477969885
577,0.00600939802825451
578,0.0331532955169678
579,0.0172443222254515
580,0.00457422668114305
581,0.00305802328512073
582,0.00159329769667238
583,0.00363317364826798
584,0.167390197515488
586,0.0435606092214584
587,0.0163498111069202
588,0.0411345213651657
591,0.004179656971246
596,0.0103381779044867
598,0.109833545982838
599,0.0371532067656517
600,0.162538424134254
602,0.0246682744473219
606,0.0361154265701771
609,0.00797919183969498
611,0.016885869204998
614,0.00801347196102142
618,0.00250145397149026
622,0.00129633769392967
623,0.00332145369611681
626,0.0216737985610962
627,0.00281454739160836
631,0.201022252440453
633,0.0267648212611675
635,0.0123551180586219
636,0.170864313840866
639,0.040934506803751
640,0.00169071543496102
641,0.0283190608024597
645,0.0120950229465961
647,0.0564035475254059
648,0.00290359812788665
649,0.0225286073982716
650,0.0132604911923409
651,0.0921313241124153
652,0.0108703188598156
653,0.180787578225136
654,0.0139962872490287
656,0.0318956151604652
657,0.0463258810341358
658,0.00729948049411178
659,0.000717517745215446
661,0.0305088572204113
662,0.0265335775911808
663,0.0138566289097071
667,0.0033843107521534
668,0.0307515878230333
669,0.182078048586845
673,0.0210908558219671
674,0.0368354916572571
679,0.00398358842357993
681,0.0101582305505872
682,0.0036244741640985
686,0.0911648571491241
687,0.00447646901011467
688,0.0030074582900852
689,0.0233270097523928
690,0.142808184027672
692,0.0338500551879406
694,0.00244971876963973
695,0.00254388386383653
697,0.112989887595177
701,0.0256377551704645
702,0.00892330519855022
706,0.00674215657636523
708,0.00254630483686924
710,0.00641732197254896
712,0.00283680087886751
714,0.0156888868659735
715,0.0142141589894891
717,0.00504839280620217
718,0.00142612890340388
720,0.00401804456487298
725,0.0170676782727242
726,0.0797497034072876
730,0.00218872423283756
731,0.052328810095787
732,0.00762497261166573
734,0.0253654513508081
735,0.00238669058308005
737,0.0163843724876642
738,0.00546138733625412
740,0.0213771723210812
741,0.00477052479982376
746,0.0359798967838287
748,0.00593186216428876
753,0.0222029257565737
754,0.00609301216900349
757,0.0106782419607043
758,0.00516914809122682
759,0.153275772929192
760,0.0181660540401936
761,0.0188023075461388
767,0.0215609446167946
768,0.00348351011052728
771,0.0299180373549461
772,0.0181351397186518
775,0.00669379299506545
782,0.067932240664959
783,0.0114067448303103
784,0.0182012226432562
785,0.0214214567095041
787,0.00205229292623699
789,0.00306652765721083
790,0.00176038173958659
791,0.0182079970836639
792,0.0158468410372734
793,0.00219257036224008
795,0.0135132130235434
797,0.0075274626724422
798,0.0119155496358871
799,0.00384436012245715
800,0.0124099152162671
806,0.002478958806023
807,0.00380830769427121
808,0.0113878436386585
811,0.0114761954173446
812,0.190480694174767
813,0.00321785127744079
814,0.011616793461144
815,0.028296360746026
816,0.00151944765821099
818,0.160577639937401
820,0.00574120506644249
822,0.00389389973133802
823,0.0496138073503971
827,0.0156390015035868
828,0.0140357650816441
829,0.00304183247499168
834,0.00310164550319314
835,0.0231738612055779
836,0.164969205856323
838,0.00244754063896835
846,0.0591460391879082
847,0.00444628531113267
849,0.046576764434576
850,0.00222647259943187
851,0.029694564640522
852,0.0172138176858425
857,0.0114816594868898
858,0.00516425352543592
859,0.00867778249084949
860,0.0455763190984726
862,0.00947267562150955
863,0.0594647601246834
864,0.0311074424535036
868,0.00234390492551029
869,0.0313398353755474
877,0.00607634708285332
878,0.126187816262245
881,0.0157886277884245
882,0.0071542039513588
885,0.0147156314924359
887,0.0398831777274609
888,0.167883113026619
889,0.072881855070591
891,0.00948319956660271
898,0.00185536115895957
903,0.0440102741122246
904,0.0119522707536817
906,0.0117858042940497
907,0.0271110776811838
908,0.00487528089433908
909,0.189099043607712
910,0.0127972401678562
911,0.0597912631928921
913,0.0068872501142323
916,0.00859480537474155
920,0.0292887687683105
924,0.0157357137650251
925,0.00755336554720998
927,0.00858610309660435
928,0.0203082952648401
932,0.00850522052496672
933,0.00616175215691328
934,0.00516531197354198
935,0.00794987287372351
936,0.0274805203080177
940,0.0602350868284702
942,0.0542208291590214
943,0.00966378394514322
944,0.00333095737732947
945,0.0206231940537691
948,0.0197164043784142
949,0.0314348861575127
958,0.00166049879044294
959,0.0314548313617706
961,0.00404074601829052
962,0.00311970897018909
964,0.0607384219765663
965,0.00792459957301617
967,0.00302613689564168
968,0.180436030030251
970,0.0360805988311768
973,0.00324661307968199
974,0.0145823396742344
976,0.00467248819768429
977,0.0272912848740816
978,0.00111301022116095
979,0.141152992844582
981,0.0324305705726147
984,0.00335792964324355
986,0.00181736436206847
989,0.153302907943726
990,0.180723920464516
993,0.00391663517802954
994,0.01352374907583
997,0.00260752462781966
999,0.0988375693559647
1000,0.322920918464661
1003,0.0082065686583519
1006,0.0136359045282006
1007,0.0214775446802378
1008,0.00410161400213838
1009,0.0226000100374222
1017,0.00212628510780632
1018,0.0366750247776508
1019,0.269778341054916
1020,0.0620969012379646
1021,0.00176367873791605
1027,0.0492908135056496
1030,0.0161704253405333
1031,0.0350095890462399
1033,0.00180906464811414
1035,0.0762955322861671
1038,0.0282526239752769
1040,0.0061929845251143
1041,0.076842412352562
1043,0.0022769991774112
1044,0.00319734727963805
1047,0.0144199663773179
1048,0.00161020644009113
1049,0.0291749481111765
1051,0.231847137212753
1053,0.0539404414594173
1054,0.0134126422926784
1056,0.0237917266786098
1059,0.0212129801511765
1061,0.0306537561118603
1069,0.00401162868365645
1071,0.00464223604649305
1073,0.042566042393446
1074,0.0200483538210392
1075,0.0525572672486305
1076,0.0195896774530411
1080,0.00406853575259447
1083,0.0623756945133209
1084,0.0431415662169456
1085,0.00410384451970458
1086,0.0100999409332871
1087,0.00370012177154422
1088,0.0108175305649638
1089,0.00751947239041328
1090,0.0205911081284285
1091,0.256428390741348
1092,0.00645116157829762
1095,0.0599872730672359
1096,0.00222899718210101
1097,0.00312050245702267
1098,0.04088519141078
1099,0.0231581293046474
1100,0.135047048330307
1101,0.0214064922183752
1104,0.0352923013269901
1105,0.0370705090463161
1108,0.0212282426655293
1109,0.00569527968764305
1110,0.00294790021143854
1111,0.0040065641514957
1115,0.0707769766449928
1117,0.00147371483035386
1119,0.0209900792688131
1122,0.035308700054884
1123,0.00204908428713679
1124,0.00839368719607592
1125,0.00168828340247273
1126,0.0580311752855778
1127,0.00742156524211168
1129,0.00133150129113346
1131,0.0584927499294281
1133,0.00920985732227564
1134,0.155134409666061
1136,0.223449245095253
1137,0.0266412515193224
1140,0.0105617893859744
1142,0.00788165722042322
1144,0.00995359756052494
1145,0.00360826821997762
1147,0.0481984987854958
1150,0.0022203023545444
1154,0.00478923181071877
1156,0.185371264815331
1158,0.00545281125232577
1159,0.0115723814815283
1163,0.0311031453311443
1165,0.00434867013245821
1166,0.02301318757236
1167,0.00843359623104334
1170,0.0233389027416706
1171,0.00509390886873007
1172,0.00307278917171061
1173,0.00981646589934826
1175,0.00420721899718046
1179,0.0128006804734468
1183,0.059545487165451
1184,0.00316550210118294
1186,0.00214454461820424
1187,0.113665863871574
1188,0.0156252216547728
1189,0.0069662225432694
1191,0.00485117500647902
1192,0.00518899410963058
1193,0.156475841999054
1195,0.00191978842485696
1197,0.0198946557939053
1198,0.0530769936740398
1203,0.0463135801255703
1204,0.120185889303684
1205,0.127160429954529
1209,0.0835394188761711
1210,0.0273083914071321
1211,0.0196610558778048
1213,0.0489221662282944
1214,0.0116355698555708
1215,0.0052570435218513
1217,0.0179446097463369
1218,0.0384532064199448
1220,0.00748615898191929
1223,0.018634146079421
1224,0.0459037236869335
1226,0.0195033978670835
1228,0.00208132900297642
1229,0.0807097852230072
1242,0.0938265845179558
1243,0.0119226649403572
1246,0.00254606502130628
1248,0.00427489494904876
1249,0.00663051661103964
1252,0.137132793664932
1253,0.00326753174886107
1254,0.0282824486494064
1255,0.00281170499511063
1256,0.00871966499835253
1258,0.00670197093859315
1260,0.0229005981236696
1261,0.0292897373437881
1262,0.0125995753332973
1263,0.0477962419390678
1264,0.0189861264079809
1265,0.00661010853946209
1269,0.0962831228971481
1271,0.00416019884869456
1274,0.084154985845089
1275,0.00401594443246722
1277,0.0172302015125751
1280,0.0192571505904198
1281,0.0341163389384747
1282,0.180276423692703
1285,0.00206456216983497
1287,0.0279533043503761
1288,0.0217390842735767
1291,0.00822925008833408
1295,0.0033330712467432
1297,0.0766317546367645
1300,0.022156173363328
1302,0.00433597899973392
1303,0.0284507852047682
1305,0.0111038247123361
1307,0.00116610690020025
1309,0.0147981392219663
1313,0.00773372268304229
1314,0.0225006397813559
1316,0.0367070995271206
1317,0.0067889541387558
1321,0.00977179780602455
1322,0.00602781167253852
1327,0.02311154268682
1328,0.0469342693686485
1330,0.0263264290988445
1333,0.0027921968139708
1334,0.209402307868004
1337,0.00984705239534378
1339,0.00684004183858633
1341,0.00582927046343684
1343,0.0333856865763664
1344,0.0212967358529568
1346,0.0555341430008411
1348,0.0222029257565737
1352,0.0432349629700184
1353,0.185540303587914
1357,0.0345271900296211
1358,0.0020974213257432
1360,0.00645547220483422
1364,0.00217515649273992
1373,0.0160510633140802
1377,0.0296062249690294
1378,0.0728714838624001
1381,0.0175794027745724
1382,0.00968182273209095
1384,0.00249658059328794
1385,0.01254877820611
1386,0.00548586575314403
1391,0.0865194723010063
1392,0.01470238994807
1393,0.00786095298826694
1395,0.0231888126581907
1398,0.0054981866851449
1401,0.099363349378109
1406,0.0794221758842468
1408,0.0160306375473738
1410,0.0165007300674915
1411,0.0759798288345337
1412,0.231608331203461
1414,0.0229445062577724
1417,0.00130805617664009
1419,0.054520420730114
1420,0.018002949655056
1421,0.00523111410439014
1424,0.0040006865747273
1426,0.00200416869483888
1427,0.00205042050220072
1433,0.0892174169421196
1437,0.00401563942432404
1439,0.0137987844645977
1440,0.0425503142178059
1441,0.00404562521725893
1442,0.018858440220356
1444,0.0138248344883323
1447,0.189664214849472
1448,0.00893898122012615
1449,0.06852026283741
1450,0.0183355938643217
1451,0.0898983851075172
1452,0.0125349424779415
1454,0.0197478141635656
1455,0.0157773699611425
1457,0.0244725607335567
1464,0.00231761322356761
1465,0.0406520143151283
1468,0.0215019695460796
1472,0.00496732629835606
1474,0.0162473581731319
1475,0.00152151216752827
1478,0.149474173784256
1479,0.00354278646409512
1480,0.0356989987194538
1483,0.00121020735241473
1484,0.0114513970911503
1487,0.00228612450882792
1488,0.011414960026741
1489,0.00597543362528086
1492,0.0130445025861263
1495,0.175687909126282
1496,0.0105193685740232
1497,0.00380958127789199
1498,0.00358308339491487
1499,0.00517616840079427
1501,0.233384236693382
1502,0.00148452026769519
1503,0.186039552092552
1505,0.00870349444448948
1507,0.00668356940150261
1508,0.111412569880486
1510,0.0338947921991348
1511,0.00984145607799292
1513,0.00979432184249163
1515,0.031862523406744
1516,0.0199780222028494
1517,0.178487807512283
1519,0.181991413235664
1521,0.0072251670062542
1523,0.0234930869191885
1524,0.0101613570004702
1527,0.00338771380484104
1528,0.00235672481358051
1531,0.0581978037953377
1534,0.00438904715701938
1535,0.210555106401443
1536,0.00625346787273884
1538,0.00263958447612822
1539,0.0159365143626928
1540,0.0166030153632164
1541,0.016312200576067
1543,0.0378492772579193
1547,0.142159312963486
1548,0.0924980938434601
1550,0.000527417869307101
1553,0.0156969074159861
1554,0.00316290161572397
1557,0.270087987184525
1559,0.00698493421077728
1564,0.0060566496104002
1565,0.0208069775253534
1567,0.118148103356361
1569,0.0329587869346142
1571,0.0041550318710506
1572,0.00683778710663319
1573,0.114870265126228
1574,0.027001965790987
1576,0.1311886459589
1578,0.00241681188344955
1580,0.00952357426285744
1583,0.0215497575700283
1584,0.0263012629002333
1588,0.107571706175804
1589,0.00457311561331153
1590,0.00184815865941346
1591,0.0119036873802543
1592,0.045213483273983
1594,0.0361178927123547
1595,0.00737467920407653
1596,0.166934639215469
1598,0.00118024495895952
